contact,name,category,township,street,state
"tel: 09-5103905,tel: 09-31861270,tel: 09-73010657,tel: 09-73106521",T3,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"Bldg F, Rm 4, Thiri Yadanar Retail/Wholesale Market,",Yangon Region
"tel: 09-450710010,tel: 09-450710020",Technic,Refrigerators & Freezers Sales & Services,Thingangyun(Thingangyun),"162, Pyi Daw Aye St., Lay Daunt Kan Ward,",Yangon Region
"tel: 09-450454772,tel: 09-450454771",Yaung Chi Thit,,,"194,  Mya Yamon Housing,  Ward (26)",South Dagon
tel: 09-5076850,DM3,Tuition [All Subjects],Tarmwe(Tarmwe),"3, 1st Flr, Shwe Hinthar St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Yangon Region
"tel: 09-43180965,tel: 09-73249502,tel: 09-777130565",Technic Engineering Group,Refrigerators & Freezers Sales & Services,East Dagon(East Dagon),"604, Bo Hmu Ba Htoo Rd., Ward (3),",Yangon Region
"tel: 09-798041479,tel: 09-455308542,tel: 09-5172690",Sein Htay San,,အမွတ္ Ka/၂၉၊ ကံ့ေကာ္လမ္းသြယ္(၃)၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Ka/29, Gant Gaw 3rd Lane, Bayint Naung Warehouses,",Mayangone
tel: 01-242582,Than Win [Ko],Refrigerators & Freezers Sales & Services,Kyauktada(Kyauktada),"270/D, Seikkanthar St., Upper Block,",Yangon Region
"tel: 09-5188238,tel: 09-49250773",Kyar Thone Kaung,,,"Nya/65,Yuzana St., Bayint Naung Warehouses, Zeya Mon Housing,",Mayangone
"tel: 09-5115133,tel: 09-5014317,tel: 09-5115122","Royal Lwin Brothers Co., Ltd",,,"79/81, Rm 106, Botahtaung Zay St.,",Botahtaung
"tel: 01-552329,tel: 09-73212188","21 Cargo Co., Ltd.",,,"70, Innwa St., Kyauk Myaung Gyi Ward,",Tarmwe
"tel: 01-225086,tel: 01-228510","Asia Yarzar Global Shipping Co., Ltd.",,အမွတ္ ၁၁-A၊ အခန္း ၇၀၁၊ ဖိုးရာဇာလမ္း၊ ဗဟိုစည္အိမ္ရာ အနီး၊,"11-A, Rm 701, Phoe Yarzar St., Near Bahosi Housing,",Lanmadaw
"tel: 01-705784,tel: 01-8500590,tel: 09-2450393,tel: 09-5163480",Three Star,Refrigerators & Freezers Sales & Services,South Okkalapa (South Okkalapa ),"1089, Than Thu Mar Rd., Ward (5),",Yangon Region
"tel: 09-5058215,tel: 09-5042165",Ko Kyaw Min,,,"458, Rm 101, 1st Flr, Strand Rd.,",Botahtaung
tel: 01-666423,Three Star,Refrigerators & Freezers Sales & Services,Mingalardon(Mingalardon),"32, Tayza St., Kyan Khin Su Ward,",Yangon Region
"tel: 01-552278,tel: 09-5177917",Nan Twin Thamar Taw Gyi Medical Hall,Traditional Medical Halls,Tarmwe(Tarmwe),"29, Kyauk Yae Twin St., Kyauk Myaung Gyi Ward,",Yangon Region
"tel: 09-8621021,tel: 09-262063366",Kaung Kin Thit Sar,,အမွတ္ Kagyi-၃၈၊ ကံ့ေကာ္လမ္းသြယ္(၃)၊ ဘုရင္႕ေနာင္၊,"Kagyi-38, Gant Gaw 3rd Lane, Bayint Naung,",Mayangone
"tel: 09-256332722,tel: 09-43028924,tel: 09-448008041",Nature's Glory Wallness Centre,Traditional Medical Halls,Sanchaung(Sanchaung),"9/11, Baho Rd., Near Gwa Zay, Than Tadar Ward,",Yangon Region
tel: 01-389403,Nan Hton [Kachin Sae Sayama Gyi],Traditional Medical Halls,Pabedan(Pabedan),"314, Shwe Bon Tha St., Upper Middle Block,",Yangon Region
"tel: 09-5087877,tel: 09-5163480,tel: 01-705784",Three Star Engineering Group,Refrigerators & Freezers Sales & Services,South Okkalapa (South Okkalapa ),"279/A, Mingalar St., Ward (13),",Yangon Region
"tel: 01-510780,tel: 09-5082462",Nan Sandar,Traditional Medical Halls,Sanchaung(Sanchaung),"23, Mingalar St., Sanchaung (North) Ward,",Yangon Region
"tel: 09-420101859,tel: 09-5197196",Nan Sat,Traditional Medical Halls,North Okkalapa (North Okkalapa ),"677, Khay Mar Thi Rd., Ka Ward,",Yangon Region
"tel: 09-5410154,tel: 09-965410154",Phoe Pyae,,အမွတ္ SH/၄၊ ကြ်န္းေရႊဝါလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊ (၁)ရပ္ကြက္၊,"SH/4, Kyun Shwe Wah St., Bayint Naung Warehouses, Ward (1),",Mayangone
"tel: 09-8623959,tel: 09-30286472",Nan Htet,Traditional Medical Halls,South Okkalapa (South Okkalapa ),"37, Byamaso Rd., Ward (7),",Yangon Region
"tel: 01-681684,tel: 09-5166990",Shwe Gabar,,အမွတ္ Salone / ၆၆၊ စိန္ပန္းလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Salone / 66, Sein Pan St., Bayint Naung Warehouses,",Mayangone
"tel: 09-5036408,tel: 09-5116299",SHWE MYAING TOE TET,,,"338/A, Strand Rd.,",Botahtaung
"tel: 09-5108254,tel: 09-73034008,tel: 09-421137889",Kan Kaung,,အမွတ္ Salain-၇၀၊ ပိေတာက္လမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Salain-70, Padauk St., Bayint Naung Warehouses,",Mayangone
tel: 09-5119959,Nan Akari [Yakhin Thi Khi Tar],Traditional Medical Halls,Mayangone(Mayangone),"64, Phayar Gyi St., Ward (8),",Yangon Region
"tel: 09-73140499,tel: 09-5130415",KTN Logistics & Transportation,Transportation Services,Botahtaung(Botahtaung),"434, Rm 02, 1st Flr, Strand Rd.,",Yangon Region
"tel: 01-650056,tel: 01-522784,tel: 09-5108876",Awarat Yadanar,,,"3/Ka, Kyaik Waing Pagoda Rd.,",Mayangone
"tel: 09-73192907,tel: 09-793192907",Aung,,အမွတ္ ၉၆ /  Ka Gyi၊ ကံ့ေကာ္လမ္းသြယ္(၂)၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"96 /  Ka Gyi, Gant Gaw 2nd Lane, Bayint Naung Warehouses,",Mayangone
"tel: 01-680402,tel: 01-683722",Aung,,,"Kha / 8, Kha Yae St.,  Bayint Naung,",Mayangone
"tel: 01-680766,tel: 01-681264",ARYONE OO,,,"23 / Kha, Kha Yae St., Bayint Naung Warehouses,",Mayangone
"tel: 09-421141319,tel: 09-778731246",Nawarat,Traditional Medical Halls,North Okkalapa (North Okkalapa ),"177, Padauk St., Hta Wun Bae Ward,",Yangon Region
"tel: 09-263442062,tel: 09-263442063",Nagomi [Saya San Main Clinic],Traditional Medical Halls,Bahan(Bahan),"70, G Flr, Zay Haung(West)St., Saya San (North-West) Ward,",Yangon Region
"tel: 09-450003907,tel: 09-421094002",Three Seasons,Refrigerators & Freezers Sales & Services,South Okkalapa (South Okkalapa ),"Rm 9,Byamaso Rd.,Near Padamyar Market,Ward (4)",Yangon Region
"tel: 09-250272430,tel: 09-777721449",Naing Aung Kyaw [Saya] [U],Traditional Medical Halls,Thaketa(Thaketa),"684, Anawmar 16th St., Ah Naw Mar Ward (1),",Yangon Region
"tel: 09-420208597,tel: 09-421132033,tel: 09-421177591",Three Brother Engineering Group,Refrigerators & Freezers Sales & Services,North Okkalapa (North Okkalapa ),"9, Khay Mar Thi Rd., Sa Lein Ward,",Yangon Region
"tel: 01-388055,tel: 09-792717769",Three Dimension 3D,Refrigerators & Freezers Sales & Services,Kyauktada(Kyauktada),"238, 36th St., Upper Block,",Yangon Region
"tel: 09-450019770,tel: 09-49271949,tel: 09-254008549",Thousand Smiles,Refrigerators & Freezers Sales & Services,Bahan(Bahan),"25, Hman Yawai St., Saya San (North-East) Ward,",Yangon Region
"tel: 09-73250200,tel: 09-254348552,tel: 09-799497237",Thiha,Refrigerators & Freezers Sales & Services,North Dagon(North Dagon),"9, Pin Lon Rd., Ward (29),",Yangon Region
"tel: 09-49254582,tel: 09-254845109",Theingi Win,Refrigerators & Freezers Sales & Services,Pazundaung(Pazundaung),"386, Lower Pazundaung Rd.,",Yangon Region
"tel: 09-5311225,tel: 09-402549354",Htet Luu,,,"Ka Gyi / 153, Gant Gaw 1st Lane,  Bayint Naung Warehouses,",Mayangone
"tel: 09-256503277,tel: 01-528870,tel: 09-794208722",Htet Arkar,,အမွတ္ Nga/၆၅၊ ပထမထပ္၊ ယုဇနလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Nga/65, 1st Flr, Yuzana St., Bayint Naung Warehouses,",Mayangone
"tel: 09-30219153,tel: 09-49315804",Thit [Ko],Refrigerators & Freezers Sales & Services,Mayangone(Mayangone),"669, Thamaing Butar Yon 6th St., Corner of Bogyoke St., Ward (1),",Yangon Region
"tel: 09-420244294,tel: 01-680295,tel: 09-252633466",Aung Thitsar,,,"C/11, Yae Tamar St., Bayint Naung,",Mayangone
"tel: 01-682152,tel: 09-73042321",Shu Taing Yin,,,"Salone-59, Sein Pan St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-250517107,tel: 09-49267963,tel: 09-799421911",AG Transportation,,အမွတ္ ၅၊ ဒုတိယထပ္၊ (၆၂)လမ္း၊,"5, 2nd Flr, 62th St.,",Botahtaung
"tel: 01-9010188,tel: 01-9010189",Advantis Kusuhara Myanmar (Pvt) Ltd.,,အခန္း ၉၀၂/ဘီ၊ ၉ထပ္၊ (၅၀)လမ္း၊ မဟာဗႏၶဳလလမ္း ႏွင့္ ကုန္သည္လမ္း ၾကား၊ မဟာန၀ရတ္ကြန္ဒို၊,"Rm 902/B, 9th Flr, 50th St., Between Maha Bandoola Rd. and Merchant Rd., Mahar Nawarat Condominium,",Botahtaung
"tel: 09-6570910,tel: 09-789787789,tel: 09-780444780",TMW,,,"CC-84, Thudhamar Rd., Thiri Yadanar Retail/Wholesale Market, NOKA Buses Highway,",North Okkalapa
tel: 09-5004814,Aung Min Min Paing,,အမွတ္ Kha / ၁၅၊ ခေရလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Kha / 15, Kha Yae St., Bayint Naung Warehouses,",Mayangone
"tel: 09-5166466,tel: 09-43166466,tel: 09-73166466",Tha Pyay Man,,အမွတ္ Kha/၁၀၊ ခေရလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Kha/10, Kha Yae St., Bayint Naung Warehouses,",Mayangone
"tel: 09-73337373,tel: 09-73337733",TTT Electrical Services Centre,Refrigerators & Freezers Sales & Services,Yankin(Yankin),"1, Yankin Rd., Beside Lu Hmu Wun Htan Mue Kyo, Ward (2),",Yangon Region
"tel: 09-420120898,tel: 09-250322741",Triple 9,Refrigerators & Freezers Sales & Services,Hlaing Thar Yar(Hlaing Thar Yar),"Hnin Pan St., Ward (5),",Yangon Region
"tel: 09-423709741,tel: 09-260330033",Total Aircon Service [T.A.S],Refrigerators & Freezers Sales & Services,Hlaing(Hlaing),"27, Marlar Myaing 7th St., Ward (16),",Yangon Region
"tel: 09-73175901,tel: 09-5124645",Cherry Myay,Transportation Services,Mayangone(Mayangone),"152, Gant Gaw 5th Lane,  Bayint Naung Warehouses,",Yangon Region
"tel: 09-5088865,tel: 09-2012574,tel: 09-6802622",Shan Lay,,,"E / 3,   Bayint Naung Car Stand,",Mayangone
"tel: 09-791716177,tel: 09-791716188","TRC Engineering Group Co.,Ltd.",Refrigerators & Freezers Sales & Services,Insein(Insein),"Bldg 2/A, Rm 137, Phan Chet Set St., Muditar Housing (2),",Yangon Region
tel: 09-799645401,Top,Refrigerators & Freezers Sales & Services,Kyeemyin Daing(Kyeemyin Daing),"34/A, U Phoe Htoo St., Thar Du (West) Ward,",Yangon Region
tel: 09-253098748,Took Pi,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"Anawmar St., Corner of Anawmar 7th St.,Ah Naw Mar Ward (1),",Yangon Region
"tel: 09-450047285,tel: 09-250161435,tel: 09-784334600",Three Star [4],Refrigerators & Freezers Sales & Services,Sanchaung(Sanchaung),"22, Moe Ma Kha St., Mont Let Saung Gone (South) Ward,",Yangon Region
"tel: 09-73037725,tel: 09-263222630",Top Cool,Refrigerators & Freezers Sales & Services,Insein(Insein),"117, Thiri St., Zay Gone (East) Ward,",Yangon Region
"tel: 09-49291960,tel: 09-420056193",Three Stars,Refrigerators & Freezers Sales & Services,North Dagon(North Dagon),"1191, Pin Lon Rd., Ward (37),",Yangon Region
"tel: 09-30470213,tel: 09-420072096",Arkar Pyan,,,"34, Aung Tha Pyay St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-785220571,tel: 09-73253878,tel: 09-254369962",Yadanar Oo,,,"A/92, Naung Yoe St., Bayint Naung Warehouses,",Mayangone
tel: 09-73155448,Pukka Transportation,Transportation Services,Lanmadaw(Lanmadaw),"810, Maha Bandoola Rd., Ward (5),",Yangon Region
"tel: 09-450990361,tel: 09-422225104",Shwe Nagar,,,"SH-23, Kyun Shwe Wah St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-962300859,tel: 09-2300859",KTS,,အမွတ္ ၈၃၊ သီရိရတနာလက္လီ/လက္ကားေဈး၊,"83, Thiri Yadanar Retail/Wholesale Market,",North Okkalapa
"tel: 09-5114373,tel: 09-976330313",Nay La,,,"119, 2nd Flr, Gant Gaw 1st Lane,  Bayint Naung Warehouses,",Mayangone
"tel: 09-73030015,tel: 01-680165,tel: 09-5043292",Kayar Thazin,,အမွတ္ ၁၄ /  Sa Laine၊ စိန္ပန္းလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"14 /  Sa Laine, Sein Pan St., Bayint Naung Warehouses,",Mayangone
"tel: 09-8633771,tel: 01-376694",Moe Transport Service,,,"10/12,G Flr,Botahtaung Zay St.,",Botahtaung
"tel: 09-5015642,tel: 09-73069247,tel: 09-73084470",Tin Myint [Ko] Ah Shae Gyi & Brother,Refrigerators & Freezers Sales & Services,Botahtaung(Botahtaung),"144, Bogalay Zay St., Lower Middle Block,",Yangon Region
"tel: 09-5108500,tel: 01-684513","IBS Co., Ltd.",,အမွတ္ ၁၁၈၊ မကၡရာမင္းသားႀကီးေမာင္ပ်ိဳးလမ္း၊ စက္မႈဇုန္(၂)၊,"118, Makhayar Min Thar Gyi Maung Pyoe St., Industrial Zone (2),",Hlaing Thar Yar
"tel: 09-250703802,tel: 09-250287274",Kaung Myat Say,,,"Ka/5, Bayint Naung Warehouses,",Mayangone
"tel: 09-73028838,tel: 09-73044163,tel: 09-2173619",D.T.W,Tuition [All Subjects],Kamayut(Kamayut),"1/B, 4th Flr, U Tun Linn Chan St., Ward (1),",Yangon Region
"tel: 01-680346,tel: 09-49206219,tel: 09-49254610",Aung Zeya,,,"Kha/18, Kha Yae St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-263038343,tel: 09-972144135",D.Aung Paing,Tuition [All Subjects],South Dagon(South Dagon),"825, G Flr, Kan Tharyar St., Ward (24),",Yangon Region
tel: 09-420116626,D-Light,Tuition [All Subjects],Pabedan(Pabedan),"198, 3rd Flr, 27th St., Upper Block,",Yangon Region
"tel: 09-425033825,tel: 09-421135658",D-Schools,Tuition [All Subjects],Shwe Pyi Thar(Shwe Pyi Thar),"33, Bayint Naung Rd., Ward (10),",Yangon Region
"tel: 09-5190666,tel: 09-8623339","Koe Sel Sa Co.,Ltd.",Real Estate Agents,Tarmwe(Tarmwe),"Bldg C/2/A, Mingalar St., Min Ye Kyaw Swar Housing,",Yangon Region
"tel: 09-73029577,tel: 09-978512864,tel: 09-796317087",D-Gone Htoo,Tuition [All Subjects],Thaketa(Thaketa),"1457/B, 7th Zay St., Ward (10-South),",Yangon Region
"tel: 09-5102503,tel: 09-73031909",Kaung Set,,,"Gagyi/21, Aung Tha Pyay St.,  Bayint Naung Warehouses,  Ward (1),",Mayangone
"tel: 01-664826,tel: 09-254481018",DAC,Tuition [All Subjects],Mayangone(Mayangone),"110, Aung Myay St., Ward (8),",Yangon Region
"tel: 01-8010338,tel: 09-254481018",DAC,Tuition [All Subjects],North Dagon(North Dagon),"40, Pin Lon Rd., Ward (32),",Yangon Region
"tel: 09-2305300,tel: 09-799688711,tel: 01-9688711",Five Brothers,,,"Ta talin jate-10, Yuzana St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-2200313,tel: 09-49250163",Mya Thitsar,,,"125, Nawaday 2nd St., Near Bayint Naung Zay Pat St.,",Mayangone
"tel: 09-5158600,tel: 01-680239",Mandaine,,,"Kha / 5, Kha Yae St.,  Bayint Naung Warehouses,",Mayangone
"tel: 01-680645,tel: 09-73020625",Aung Myanmar,,ပိေတာက္လမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"H-5, Padauk St., Bayint Naung Warehouses,",Mayangone
"tel: 01-387327,tel: 01-387328,tel: 09-73183634",White-Westinghouse,Refrigerators & Freezers Sales & Services,Kyauktada(Kyauktada),"147, Anawrahta Rd.,",Yangon Region
"tel: 09-49289198,tel: 01-681267,tel: 09-777221800",Shwe La Yaung,,,"Salone-65, Sein Pan St., Bayint Naung Warehouses,",Mayangone
"tel: 09-5410122,tel: 01-681192",Nay Chi Oo,,,"Nya / 72, Yuzana St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-73053025,tel: 09-254498511",Win,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"Yadanar Pon 4th St., Yadanar Pon Housing,",Yangon Region
"tel: 01-522376,tel: 09-73171900,tel: 09-73171500,tel: 09-5175972,tel: 09-73208854",Twin Star,Refrigerators & Freezers Sales & Services,Mayangone(Mayangone),"383, Baho Rd., Corner of U Aung Zeya St.,Ward (2),",Yangon Region
"tel: 09-5028982,tel: 09-254177783,tel: 09-401601016",U.T.S Engineering Group,Refrigerators & Freezers Sales & Services,Ahlone(Ahlone),"231, Ngu War St., Saw Yan Paing (North) Ward,",Yangon Region
"tel: 09-250509932,tel: 09-795962865,tel: 09-450821715",United Engineering Group,Refrigerators & Freezers Sales & Services,Thingangyun(Thingangyun),"670, Nga Moe Yeik 3rd St., Nga Moe Yeik Ward,",Yangon Region
"tel: 09-73091392,tel: 01-611838",Ture Light,Refrigerators & Freezers Sales & Services,Insein(Insein),"773, Lower Mingalardon Rd., Aung San Ward,",Yangon Region
tel: 09-420062602,Tun Tauk,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"986, Thalar Waddy St., Corner of Thalar Waddy 6th St.,Ward (10-South),",Yangon Region
"tel: 09-421106921,tel: 09-799661038,tel: 09-421076513,tel: 09-420217317",Victor,Refrigerators & Freezers Sales & Services,Kyeemyin Daing(Kyeemyin Daing),"85, Upper Kyee Myin Daing Rd., Corner of Padauk Pin St.,Zay Gyi (East) Ward,",Yangon Region
"tel: 09-428121011,tel: 09-793216817",Doh Mate Swe,,,"A/29, Gant Gaw 3rd Lane,  Bayint Naung Warehouses,",Mayangone
tel: 09-420062602,Tun Tauk,Refrigerators & Freezers Sales & Services,Thaketa(Thaketa),"Thalar Waddy St., Corner of Thalar Waddy 6th St.,Ward (10-South),",Yangon Region
"tel: 09-73113809,tel: 01-680632",Ko Than Win & Brothers,,အမွတ္ Kha/၇၈-B၊ ကံ့ေကာ္လမ္းသြယ္(၅)၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"Kha/78-B, Gant Gaw 5th Lane, Bayint Naung Warehouses,",Mayangone
"tel: 01-513380,tel: 09-774311168",Koe Kant Hwar Kwe Company,Real Estate Agents,Kamayut(Kamayut),"62, Baho Rd., Ward (3),",Yangon Region
,KMB Total Service,Real Estate Agents,Bahan(Bahan),"69,Rm 1404,13th Flr,Shwe Gon Daing Rd.,Yuzana Tower",Yangon
"tel: 01-685231,tel: 01-685265,tel: 09-5405888","Koe Kant Hwar Kway Real Estate Co.,Ltd.",Real Estate Agents,Hlaing Thar Yar(Hlaing Thar Yar),"Bldg 20, Rm 7, Yangon-Pathein Rd., Nawaday Shop House,",Yangon Region
"tel: 09-73009709,tel: 09-5148409,tel: 09-250066830",Vertex,Refrigerators & Freezers Sales & Services,Dagon(Dagon),"U Wisara Housing,",Yangon Region
"tel: 01-293294,tel: 09-5002440,tel: 01-298015",KIS,Real Estate Agents,Pazundaung(Pazundaung),"91, 1st Flr, Anawrahta Rd.,",Yangon Region
"tel: 09-5182524,tel: 09-796271140,tel: 09-962490455",Aung Hein,Tuition [Universities - UDE],East Dagon(East Dagon),"437, Cherry St., Ward (3),",Yangon Region
"tel: 09-5038400,tel: 09-420085034",Ko Pho Kalar + Ma Nwe (Car Gate),,,"26, 3rd St.,",Lanmadaw
"tel: 01-554366,tel: 09-5143249",Nilar,Traditional Medical Halls,Bahan(Bahan),"73, West Race Course Rd., Bo Sein Hman Ward,",Yangon Region
tel: 09-420032789,Naya Thukha,Traditional Medical Halls,South Okkalapa (South Okkalapa ),"161, Pinn Ya 10th St., Ward (5),",Yangon Region
tel: 09-73162094,Yaung Sin Hline,Refrigerators & Freezers Sales & Services,Shwe Pyi Thar(Shwe Pyi Thar),"1169, Bogyoke Aung San Rd., Ward (19),",Yangon Region
"tel: 09-450667380,tel: 09-794351819,tel: 09-794351820,tel: 09-254954043",Yar Zar [Ko],Refrigerators & Freezers Sales & Services,Kyeemyin Daing(Kyeemyin Daing),"37/A, Yadanar Pon St., Corner of Bo Thura St.,Zay Gyi (West) Ward,",Yangon Region
"tel: 09-401505318,tel: 09-5063430,tel: 09-961306080",EDU-Field,Tuition [All Subjects],South Okkalapa (South Okkalapa ),"42, Rm A/2, 1st Flr, Anawmar 1st St., Ward (13),",Yangon Region
"tel: 09-43133633,tel: 09-420020753",Dyne [Saya],Tuition [All Subjects],Shwe Pyi Thar(Shwe Pyi Thar),"848, Bayint Naung Rd., Ward (11),",Yangon Region
"tel: 09-5091021,tel: 09-252580885",Ngwe Maung [U],Traditional Medical Halls,North Okkalapa (North Okkalapa ),"341, Myintzu St., Ward (1),",Yangon Region
"tel: 09-5406391,tel: 09-73230962",Yar Thet Pan,Refrigerators & Freezers Sales & Services,Mingalardon(Mingalardon),"73, Pyay Rd., Htauk Kyant Junction, Htauk Kyant Lan Sone Pine Ward,",Yangon Region
"tel: 09-30066076,tel: 09-452974977",Dynamite,Tuition [All Subjects],East Dagon(East Dagon),"304, Tapin Shwe Htee St., Ward (11),",Yangon Region
,KMB Total Service,Real Estate Agents,Bahan(Bahan),"Rm 0212, 2nd Flr, Excel Shopping Mall,",Yangon
"tel: 09-5013148,tel: 09-975013148",Silk Road,Transportation Services,Botahtaung(Botahtaung),"70 / 72,Rm 205,2nd Flr,Botahtaung Zay St.,",Yangon Region
"tel: 09-73106725,tel: 09-973354414",Dynamite,Tuition [All Subjects],East Dagon(East Dagon),"266, Tan Pa Waddy St., Ward (11),",Yangon Region
"tel: 09-5412352,tel: 09-799861775",Shwe Kyet,,အမွတ္ ၄၅/D၊ သီရိမဂၤလာလမ္း၊,"45/D, Thiri Mingalar St.,",Kamayut
"tel: 01-686072,tel: 09-5017424",Shwe Naung Yoe,,,"A-86, Naung Yoe St.,  Bayint Naung Warehouses,",Mayangone
"tel: 09-5112895,tel: 01-9317262",Min,,,"26, Zay Gyi St.,",Kyeemyin Daing
"tel: 09-5408620,tel: 09-73161258,tel: 09-73130990",Ko Sai (San Taw Win),Transportation Services,Mayangone(Mayangone),"Rm 3, Khaing Shwe Wah St.,  Bayint Naung,",Yangon Region
"tel: 09-73120834,tel: 09-8534102,tel: 09-422552999",La Pyae,,,"Zamyinzwe-34, Khattar St.,  Bayint Naung Warehouses,",Mayangone
"tel: 01-248938,tel: 09-5049461",DSTT,Tuition [All Subjects],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"65, 5th Flr, Daw Thein Tin St., Kan Daw Kalay (West) Ward,",Yangon Region
"tel: 09-5112272,tel: 09-5095042",San Shar,,အမွတ္ ၃၁ / A၊ ခေရလမ္း၊ ဘုရင္႕ေနာင္ပဲြ႐ံုတန္း၊,"31 / A, Kha Yae St., Bayint Naung Warehouses,",Mayangone
"tel: 09-5333730,tel: 01-680332",Taung Twin Thar,,,"Ga-54, Aung Tha Pyay St.,  Bayint Naung Warehouses,",Mayangone
