name,street,category,township,contact,state
Hla Shwe [Ko] & Son,"141/B, Ngu War St., Htar Nar Ward,",Lathe Machine Workshops,Ahlone(Ahlone),"tel: 09-5169479,tel: 09-73257690",Yangon Region
Myat Thin Khaing,"Bldg 15, Rm 001, Cherry St., Kyan Sit Thar Housing,",Laundries,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-31277263,tel: 09-790968077",Yangon Region
Rakhine Thahaya Association [Yangon],"481,2nd Flr,Kyaikkasan Rd.,Tarmway Gyee (Kha) Ward",NGOs,Tarmwe(Tarmwe),"tel: 01-430172,tel: 09-5139790,tel: 09-5155419",Yangon Region
Hla Sein [U],"76, Aung Mingalar St., Bolein Aung Mingalar Ward,",Lathe Machine Workshops,Tarmwe(Tarmwe),tel: 09-5139496,Yangon Region
Hla Myint [Ko] & Sons,"58,Anawrahta Rd.,Ward (11)",Lathe Machine Workshops,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-250309011,Yangon Region
Hla Maung [Ko],"D/1/71,Htone Bo 1st St.,Industrial Zone (3)",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-250002241,Yangon Region
Hla Nyo,"Danyin Gone St.,Near Butar Market,Da Nyin Gone Ward",Lathe Machine Workshops,Insein(Insein),tel: 09-420195612,Yangon Region
Mrs.Show,"67, Byine Yae Oh Zin St., Byine Yay Oh Sin Ward,",Laundries,Tarmwe(Tarmwe),"tel: 09-2052310,tel: 09-6801358",Yangon Region
Shine,"Underground,Ocean Super Center",Laundries,Bahan(Bahan),"tel: 01-8603869 Ext.108,tel: 09-73150084",Yangon Region
Hla Maung [Ko],"D/1/71, Htone Bo 1st St., Industrial Zone 3,",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-425028337,Yangon Region
Shan Lay,"22, G Flr, Hledan 6th St., Ward (3),",Laundries,Kamayut(Kamayut),tel: 09-260926008,Yangon Region
Myanmar Pada Washing Factory,"155/A/B, Mya Taung Wun Gyi U Hmo St., Industrial Zone (2),",Laundries,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 01-684879,tel: 01-684982,tel: 01-685895",Yangon Region
Seven Star,"Bldg B/3, Rm 303, 3rd Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Laundries,Thaketa(Thaketa),"tel: 09-420266959,tel: 09-796678738,tel: 09-43122479",Yangon Region
Hla Kyi [U] Family [1],"C/48/49, Kyauk Pahtoe St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-5178156,tel: 01-590632,tel: 01-590640",Yangon Region
Saw Saw,"83, Baho Rd., Ward (3),",Laundries,Kamayut(Kamayut),"tel: 09-782559535,tel: 09-261325022",Yangon Region
Sanchaung,"134,Saya Tun St.,Sanchaung (North) Ward",Laundries,Sanchaung(Sanchaung),,Yangon
Sanda Mon,"50, 1st Flr, Thamaing Butar Yon Rd., Ward (2),",Laundries,Mayangone(Mayangone),"tel: 01-522488,tel: 01-9662975",Yangon Region
Sanchaung,"102, Baho Rd., Sanchaung (North) Ward,",Laundries,Sanchaung(Sanchaung),tel: 09-73207359,Yangon Region
Daung Yin Pyan,"28, Salin St., Thar Du (West) Ward,",Lathe Machine Workshops,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-250671568,tel: 01-501315",Yangon Region
San,"406, Thamaing Butar Yon 9th St., Ward (1),",Laundries,Mayangone(Mayangone),tel: 09-31289521,Yangon Region
Seven Star,"Bldg B/8, Rm 003, G Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,",Laundries,Thaketa(Thaketa),"tel: 09-420266959,tel: 09-796678738,tel: 09-43122479",Yangon Region
Ratana Metta Organization,"406, Lower Pazundaung Rd.,",NGOs,Pazundaung(Pazundaung),"tel: 01-201480,tel: 09-73024794",Yangon Region
Hla Chit [U],"Rm 3,Inya St.,Industrial Zone (2), Near Zone Market",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 01-594255,tel: 09-5141205",Yangon Region
PSI Myanmar,"1/F, Padonmar St., Industrial Zone,",NGOs,North Okkalapa (North Okkalapa ),"tel: 09-254263249,tel: 01-9691824,tel: 01-9690356",Yangon Region
Hla Myint [Ko],"91,Nga Wun St.,Industrial Zone(2)",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-450009303,Yangon
Het Kyi [U],"24, Wai Bar Gi St., Za Myin Zwel Ward,",Lathe Machine Workshops,North Okkalapa (North Okkalapa ),tel: 09-73141175,Yangon Region
Pyi Gyi Khin,"Rm 203/204/206/404, 2nd Flr, New Sipin St, Yankin Garden Residence,",NGOs,Yankin(Yankin),"tel: 01-400261,tel: 09-8551510",Yangon Region
Progetto Continenti [PC Myanmar],"Rm 305, 3rd Flr, Kaba Aye Pagoda Rd., Excel Treasure Tower,",NGOs,Bahan(Bahan),tel: 09-250188926,Yangon Region
May Hnin Oo [Ma],"62, Rm 12, 1st Flr, Pansoedan St., Lower Block,",Law Firms,Kyauktada(Kyauktada),tel: 09-450034273,Yangon Region
Precious Stones,"12, Rm B/2/C/2, 1st Flr, Yangon-Insein Rd., Near Kalar Kyaung Bus Stop, Ward (3),",NGOs,Mayangone(Mayangone),"tel: 09-250791576,tel: 09-73186158",Yangon Region
Hlaing Barbu,"Ka Gyi/26 Shed, Rm 8, Bayint Naung Market,",Lathe Machine Workshops,Mayangone(Mayangone),"tel: 09-8631492,tel: 09-49340635,tel: 09-49306437",Yangon Region
Population Services International [PSI],"16, Shwe Gon Daing (West) 4th St., Shwe Gon Daing (West) Ward,",NGOs,Bahan(Bahan),"tel: 01-375854~8,tel: 01-375878,tel: 01-375879,tel: 01-375880,tel: 01-375392",Yangon Region
Shine [Factory] [Shine Laundry Ltd.],"111/A, Ngar Htat Kyee Pagoda Rd., Ngarr Htatt Gyee (South) Ward,",Laundries,Bahan(Bahan),"tel: 01-545700,tel: 09-8612273,tel: 09-73150083~4",Yangon Region
Maung Maung Thant [U],"9/11, Rm 301/4, 3rd Flr, 36th St., Lower Block,",Law Firms,Kyauktada(Kyauktada),"tel: 09-73112118,tel: 09-448022900",Yangon Region
Shine [Botahtaung],"203, Botahtaung Pagoda St., Upper Middle Block,",Laundries,Pazundaung(Pazundaung),tel: 01-703229,Yangon Region
Premiere Urgence-Aide Medicale Internationale,"66, Ayeyar Wun St., Near Great Feel Hotel, Ward (9),",NGOs,Mayangone(Mayangone),"tel: 01-655718,tel: 01-651741",Yangon Region
May Win Maw [Daw],"50, Rm A/5, 2nd Flr, Bank St.,",Law Firms,Kyauktada(Kyauktada),tel: 09-448020043,Yangon Region
Shine,"City Mart,",Laundries,Thaketa(Thaketa),tel: 09-260810014,Yangon Region
Shine Laundry,"Rm F-1, 1st Flr, Market Place,",Laundries,Bahan(Bahan),"tel: 09-73150082,tel: 01-523840",Yangon Region
Shine Laundry Ltd.,"2/D, Bayint Naung Rd., City Mart, Ward (27),",Laundries,North Dagon(North Dagon),tel: 09-260810013,Yangon Region
Shine Laundry Ltd.,"G Flr,City Mart",Laundries,South Okkalapa (South Okkalapa ),tel: 09-260810015,Yangon Region
SCMS [Saving Lives Through Stronger Supply Chains],"483, Rm 3/B, 3rd Flr, Aye Yeik Thar 2nd St., Aye Yeik Thar Condo, Saya San Ward,",NGOs,Bahan(Bahan),"tel: 01-1222545,tel: 01-557947 Ext.8302,tel: 01-555952 Ext.8302",Yangon Region
Saytanar,"Rm 205, 2nd Flr, Kyaik Waing Pagoda Rd., Myaing Hay Wun Condo, Tower A,",NGOs,Mayangone(Mayangone),"tel: 01-651186 Ext.205,tel: 01-656094",Yangon Region
Search for Common Ground,"25, Than Lwin Rd., Shwe Taung Gyar Ward (1),",NGOs,Bahan(Bahan),"tel: 01-508080,tel: 09-422451381",Yangon Region
Shine [Halpin],"124, Pyi Htaung Su Yeikthar St., Pyay (East) Ward,",Laundries,Dagon(Dagon),tel: 09-73150085,Yangon Region
Save The Children [Myanmar Education Consortium],"1st Flr, U Wisara Rd., Wizaya Plaza,",NGOs,Bahan(Bahan),"tel: 01-375739,tel: 01-375747,tel: 01-375791,tel: 01-375796,tel: 01-375801,tel: 01-502991 Ext.100/200,tel: 01-536732 Ext.100/200,tel: 01-537387 Ext.100/200,tel: 01-537092 Ext.100/200",Yangon Region
QC,"33, Yadanar Pon St., Zay Gyi (West) Ward,",NGOs,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-375880,tel: 09-73151726",Yangon Region
Religions For Peace Myanmar,"143, Rm 3/A, 3rd Flr, 45th St., Upper Block,",NGOs,Botahtaung(Botahtaung),"tel: 09-250495355,tel: 09-440079130",Yangon Region
Save The Children,"29, Aung Bawga St., Phawh Kan Ward,",NGOs,Insein(Insein),tel: 09-250087837,Yangon Region
Rotary Club of Yangon,"111, Ngar Htat Kyee Pagoda Rd., Ngarr Htatt Gyee (South) Ward,",NGOs,Bahan(Bahan),tel: 01-545700,Yangon Region
Shine,"Rm G/2, G Flr, City Mart,",Laundries,Sanchaung(Sanchaung),tel: 09-73150086,Yangon Region
Save The Children,"224/A, 1st Flr, U Wisara Rd., SBC Tower, Shwe Gon Daing (West) Ward,",NGOs,Bahan(Bahan),"tel: 01-537387 Ext.400/401,tel: 01-536732 Ext.400/401,tel: 01-537092 Ext.400/401,tel: 01-375739 Ext.400/401,tel: 01-375747 Ext.400/401",Yangon Region
Shine,"Bldg N/5, Rm 001, Lay Daunt Kan Rd., Min Ye Kyaw Swar Housing,",Laundries,Tarmwe(Tarmwe),"tel: 01-708796,tel: 01-542805",Yangon Region
Save The Children,"224/A,4th Flr,U Wisara Rd.,SBC Tower,Shwe Gon Daing (West) Ward",NGOs,Bahan(Bahan),,Yangon
Shine,"A/25, Upper Padaethar Pin St., FMI City,",Laundries,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-73630541,Yangon Region
Hla Win [Ko] & Sons,"2969/A, Inlay St., Industrial Zone (2),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-5199456,tel: 09-73004754",Yangon Region
Hla Win [Ko],"D/220, Kyauk Pahtoe 9th St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-5156760,Yangon Region
Hla [U] & Sons,"C/110, Heindar St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-73023573,tel: 09-450026054",Yangon Region
Hla Tun [Ko] @ Baw Lay [Ko] & Brothers,"10 Shed, Rm 98, Bayint Naung Market,",Lathe Machine Workshops,Mayangone(Mayangone),tel: 09-420013549,Yangon Region
Hla Tun [U],"55, Ma Lun 1st St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-43028761,tel: 09-259441397",Yangon Region
Relief International,"202/A, U Wisara Rd., Shwe Gon Daing (West) Ward,",NGOs,Bahan(Bahan),tel: 01-385002,Yangon Region
Hla Tun,"D/1/398, Pazundaung Set Hmu 1st St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-254887720,Yangon Region
Shine,"Rm 13, G Flr, Marketplace By City Mart,",Laundries,Hlaing(Hlaing),tel: 09-451024193,Yangon Region
Hla Shwe [U],"560, Anawmar St., Ward (13),",Lathe Machine Workshops,South Okkalapa (South Okkalapa ),tel: 09-43072341,Yangon Region
Maung Maung Than [U],"40, Padauk Pin St., Zay Gyi (West) Ward,",Law Firms,Kyeemyin Daing(Kyeemyin Daing),tel: 09-5042003,Yangon Region
Substance Abuse Research Association [S.A.R.A],"18/A, Thiri Mon 9th St., Thiri Mon Housing,",NGOs,Mayangone(Mayangone),"tel: 01-682094,tel: 09-73040097",Yangon Region
Hla [Family],"20, Kyee Myin Daing Kannar Rd., Htee Dan Ward,",Lathe Machine Workshops,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-250024425,tel: 09-5502462,tel: 09-73004013,tel: 01-228050",Yangon Region
Soildartites International,"69/A, Kan Baw Za Rd., Shwe Taung Gyar Ward (1),",NGOs,Bahan(Bahan),"tel: 01-2304073,tel: 01-536537",Yangon Region
Ko Ko,"12, Thiri Mon 3rd St., Thiri Mon Plaza,",Machinery & Spare Parts Dealers,Mayangone(Mayangone),"tel: 09-5074424,tel: 09-6802998,tel: 01-681857",Yangon Region
Spectrum Sustainable Development Knowledge Network,"Rm 9/C, 9th Flr, Myay Ni Gone Plaza,",NGOs,Sanchaung(Sanchaung),tel: 01-516941,Yangon Region
Socio Lite Foundation,"36/127, Pyi-Nawaday St., Ward (1),",NGOs,Shwe Pyi Thar(Shwe Pyi Thar),tel: 01-610299,Yangon Region
Social Policy & Poverty Research Group [SPPR],"Bldg 4/D, 4th Flr, Kyaik Waing Pagoda Rd., Myaing Hay Wun Housing,",NGOs,Mayangone(Mayangone),"tel: 09-425297064,tel: 01-663397",Yangon Region
Social Vision Services [SVS],"8/10, Rm 2/C, 1st Flr, South Race Course Rd., Tarmway Gyee (Kha) Ward,",NGOs,Tarmwe(Tarmwe),"tel: 01-401446~7,tel: 09-8576650,tel: 09-8524210,tel: 09-8524207",Yangon Region
Htate Tan,"616, Pearl St., Ward (1),",Lathe Machine Workshops,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-428210753,Yangon Region
Hla Tun Family,"359, Phaung Gyi St., Industrial Zone (2),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-252601610,tel: 01-591198",Yangon Region
Hnine Ma Hmi,"430/B,Thitsar Rd.,Ward (10)",Lathe Machine Workshops,South Okkalapa (South Okkalapa ),"tel: 09-255706742,tel: 09-796266709",Yangon
Hope [U],"358, Phaung Gyi St., Industrial Zone (2),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-73106860,Yangon Region
Hline Bwar,"Lower Mingalardon Rd., Corner of Baho Rd.,Ywar Ma (East) Ward,",Lathe Machine Workshops,Insein(Insein),tel: 09-43109359,Yangon Region
Smart Laundry,"3, Ta Pin Shwe Htee St., Ward (5),",Laundries,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-5166640,tel: 09-5167618,tel: 09-965166640",Yangon Region
Snow Washing,"4, Innwa St., Shwe Pauk Kan Industrial Zone,",Laundries,North Okkalapa (North Okkalapa ),"tel: 09-73225220,tel: 09-73239042",Yangon Region
Smile Education & Development Foundation,"7th Flr, Thein Phyu Rd., Shine Tower,",NGOs,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-73200524,tel: 09-259291293",Yangon Region
Shwe Yee Win,"126/128, 3rd Flr, 21st St., Upper Block,",Laundries,Latha(Latha),tel: 09-782892587,Yangon Region
Shwe Thant,"275, Wai Pon La 6th St., Ga Gyi Ward,",Laundries,North Okkalapa (North Okkalapa ),"tel: 09-796209619,tel: 09-32163038",Yangon Region
Shine [Thuwunna],"139/2, Than Thu Mar Rd., Thuwunna, Thuwana/23 (Su Paung) Ward,",Laundries,Thingangyun(Thingangyun),tel: 09-451024191,Yangon Region
Shine [New University Avenue],"48, New University Avenue Rd., Corner of Aye Yeik Thar 2nd St.,Saya San Ward,",Laundries,Bahan(Bahan),tel: 09-73150083,Yangon Region
Shine [Yankin],"Bldg 273, Rm 4, Yankin Rd., Ward (2),",Laundries,Yankin(Yankin),"tel: 09-795520792,tel: 01-545241",Yangon Region
Htate Tan,"126/B, Anawrahta Rd., Ward (11),",Lathe Machine Workshops,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-254343156,Yangon Region
Myint Soe [U],"50, Rm E/9, 2nd Flr, Bank St.,",Law Firms,Kyauktada(Kyauktada),,Yangon Region
Shine [South Okkalapa],"8, Waiza Yan Tar Rd., Ward (3),",Laundries,South Okkalapa (South Okkalapa ),tel: 09-73135990,Yangon Region
Htan Hone,"14, Pyi Htaung Su Rd., Ward (26),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-73116427,tel: 09-256232846,tel: 09-250696661,tel: 09-5196272",Yangon Region
Standard,"22/C, Zeyar Thiri St., Ward (1),",Laundries,Kamayut(Kamayut),tel: 09-43123756,Yangon Region
Hnin Kay Thwe,"81, Pan Hlaing St., Industrial Zone (2),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 01-590987,tel: 01-248032,tel: 09-450009389",Yangon Region
Myint Soe [U],"50, Rm 9, 2nd Flr, Bank St., Ward (3),",Law Firms,Kyauktada(Kyauktada),"tel: 09-401600787,tel: 09-73054454",Yangon Region
Myint Oo Naing [U],"55, Rm 15/A, 1st Flr, Maha Bandoola Garden St., Lower Block,",Law Firms,Kyauktada(Kyauktada),"tel: 09-425306041,tel: 09-799822926",Yangon Region
Shine [Lann Thit],"34, Lan Thit St., Lower Block,",Laundries,Lanmadaw(Lanmadaw),"tel: 01-210874,tel: 01-216217,tel: 09-5001322,tel: 09-5157177",Yangon Region
Mya Thway [U],"58, 4th Flr, Maha Bandoola Garden St., Lower Block,",Law Firms,Kyauktada(Kyauktada),tel: 09-73049519,Yangon Region
Myay Yar Soe,"50, Rm D/2, 1st Flr, Bank St.,",Law Firms,Kyauktada(Kyauktada),tel: 09-420008506,Yangon Region
Myanmar Media Lawyers Network [MMLN],"91, 1st Flr, 39th St., Lower Middle Block,",Law Firms,Kyauktada(Kyauktada),"tel: 09-795586316,tel: 09-73106329",Yangon Region
Myay Yar Soe,"47, 1st Flr, Sin Yae Kan St., Sin Min Ward,",Law Firms,Ahlone(Ahlone),tel: 01-222918,Yangon Region
Myanmar Legal Advisors Group,"333, Rm 3, 1st Flr, Bo Aung Kyaw St., Upper Block,",Law Firms,Kyauktada(Kyauktada),tel: 01-392851,Yangon Region
Hlaing In [U],"D/218, Kyauk Pahtoe 9th St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-5081744,Yangon Region
Myint Soe [U],"50, Rm A/9, 2nd Flr, Bank St.,",Law Firms,Kyauktada(Kyauktada),tel: 09-5415932,Yangon Region
Hlaing Min,"171, Bayint Naung Rd., Corner of Kha 6th St.,Myo Thit (Ka/Kha) Ward,",Lathe Machine Workshops,Insein(Insein),tel: 09-73248062,Yangon Region
KML Industrials,"420, Moe Ma Kha 3rd St., Industrial Zone (2),",Machinery & Spare Parts Dealers,South Dagon(South Dagon),"tel: 01-590500,tel: 01-594171,tel: 09-5132655,tel: 09-73191661",Yangon Region
Mya Thein [U],"186/188, 50th St., Upper Block,",Law Firms,Pazundaung(Pazundaung),tel: 09-73020496,Yangon Region
Hlaing Moe,"60, Baho Rd., Wai Lu Wun (South) Ward,",Lathe Machine Workshops,Sanchaung(Sanchaung),"tel: 09-5085885,tel: 09-73039599",Yangon Region
Thit Lwin,"98, Eaik Sar Thaya St., Pathein Nyunt Ward,",Laundries,Tarmwe(Tarmwe),tel: 09-31022081,Yangon Region
Nant Phyu Pyar Myint [Daw],"62, Rm 21, 1st Flr, Pansoedan St., Lower Block,",Law Firms,Kyauktada(Kyauktada),tel: 09-255710154,Yangon Region
Thawdar Nai,"Bldg 5/A, Rm 001, Yadanar Mon St., Ward (2),",Laundries,Hlaing(Hlaing),"tel: 09-250993584,tel: 09-792235496",Yangon Region
Thant Thant Lay,"Rm C/31/32, Mahar Myaing Zay St., Mahar Myaing Housing,",Laundries,North Dagon(North Dagon),tel: 09-31558994,Yangon Region
The Light,"Bldg A, Rm 156, Baho Rd., Muditar Condo,",Laundries,Mayangone(Mayangone),tel: 09-36190129,Yangon Region
Smart Myanmar,"29,Rm 1104,11th Flr,Min Ye Kyaw Swar Rd.,UMFCCI",NGOs,Lanmadaw(Lanmadaw),"tel: 09-262600436,tel: 09-5418368,tel: 09-5158286",Yangon Region
KMN [Ko Maung Nu & Sons],"D/1/349,Pazundaung Set Hmu St.,Industrial Zone (3)",Machinery & Spare Parts Dealers,South Dagon(South Dagon),"tel: 09-31559151,tel: 09-73103647",Yangon Region
Thamardi Foundation,"10/12, Rm 104/C, 1st Flr, 35th St., Lower Block,",NGOs,Kyauktada(Kyauktada),"tel: 09-5160784,tel: 09-8618196",Yangon Region
Shanti Volunteer Association,"39/41, Hledan Rd., Sandar Myaing Centre, Ward (8),",NGOs,Kamayut(Kamayut),"tel: 01-503917,tel: 09-799287883",Yangon Region
Htila Kyaw,"11 Shed, Rm 23/24, Bayint Naung Market,",Lathe Machine Workshops,Mayangone(Mayangone),"tel: 01-683088 Ext.365,tel: 09-422552958",Yangon Region
Terre Des Hommes Italia,"48,Shwe Hinthar St.,Ward (11)",NGOs,Hlaing(Hlaing),tel: 01-654604,Yangon
Htin Kyaw [U],"8, Nanmatu St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-450030787,tel: 09-798126248",Yangon Region
Taiwan Buddhist Tzu Chi Foundation,"Shwe Gon Plaza,",NGOs,Bahan(Bahan),"tel: 01-541494,tel: 01-541496",Yangon Region
Share Mercy,"10, 2nd Flr, 53rd St., Upper Middle Block,",NGOs,Pazundaung(Pazundaung),"tel: 09-73161510,tel: 09-420119420",Yangon Region
Tag,"272, Rm 601, 6th Flr, Pyay Rd., Dana Hlaing Tower,",NGOs,Sanchaung(Sanchaung),"tel: 01-2305578,tel: 09-420009131",Yangon Region
Swiss Contact,"3/J, Min Kyaung St., Near Ye Yan Aung Bus Stop, Ward (3),",NGOs,Mayangone(Mayangone),tel: 01-9669075,Yangon Region
TBC [The Border Consortium],"99/B, Rm 307, 3rd Flr, Myay Nu St., Myae Ni Gone (North) Ward,",NGOs,Sanchaung(Sanchaung),"tel: 01-2305996,tel: 09-421178415",Yangon Region
Nanda [U],"Thamardi St., Corner of Khay Mar Thi Rd.,Sa Lein Ward,",Law Firms,North Okkalapa (North Okkalapa ),tel: 09-421100216,Yangon Region
Swan Yee Development Foundation,"138/B/1, Rm A/8, 4th Flr, New University Avenue Rd., Saya San Ward,",NGOs,Bahan(Bahan),"tel: 09-8515134,tel: 09-73040433",Yangon Region
Swissaid,"70, Shwe Yadanar St., Aung Myaytharsi Housing (East), Ward (1),",NGOs,Kamayut(Kamayut),"tel: 01-539639,tel: 01-516276",Yangon Region
Htay Win [Ko],"D/1/142, Yae Nan Chaung 1st St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-420040114,Yangon Region
Terre des Hommes-Italia [TDH Italia],"36/A, Inya Myaing St., Shwe Taung Gyar Ward (2),",NGOs,Bahan(Bahan),tel: 01-527563,Yangon Region
Htoo,"Bldg 63,Rm 2,Anawrahta Rd.,Shwe Kantharyar Shop House,Ward (10)",Lathe Machine Workshops,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-5038349,Yangon Region
Htet Aung Shine,"199, Kanaung Min Thar Gyi St., Shwe Pauk Kan Industrial Zone,",Lathe Machine Workshops,North Okkalapa (North Okkalapa ),"tel: 09-31662292,tel: 09-262593935",Yangon Region
Htay Aung [Ko],"D/1/397, Pazundaung Set Hmu 1st St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-49251130,Yangon Region
Htay Lwin,"D/1/284, Pazundaung Set Hmu 5th St., Industrial Zone (3),",Lathe Machine Workshops,South Dagon(South Dagon),tel: 09-422552648,Yangon Region
Than Than Poe [Daw],"96, Moe Sandar St., Ward (1),",Laundries,Kamayut(Kamayut),tel: 09-792233950,Yangon Region
Terre Des Hommes,"133, Thiri Mingalar Lane., 8 Mile, Ward (4),",NGOs,Mayangone(Mayangone),"tel: 01-656092,tel: 09-73214890",Yangon Region
"Taw Win Family Co.,Ltd.","539, No.(4) Main Rd., Near Army Bus Stop, Zee Kone Ward,",Laundries,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-73110555,Yangon Region
Sun Shine,"Rm 9, Underground, Junction 8 Shopping Centre,",Laundries,Mayangone(Mayangone),"tel: 09-781595527,tel: 01-650771~3 Ext.123",Yangon Region
Swe [Daw],"12, Zeyar Thiri St., Ward (1),",Laundries,Kamayut(Kamayut),tel: 09-421003542,Yangon Region
T.T.N,"2, 4th Flr, Hledan 4th St., Ward (3),",Laundries,Kamayut(Kamayut),"tel: 09-250498085,tel: 09-30285462,tel: 09-33210209",Yangon Region
Htay Oo [U],"1053, Yadanar Thiri St., Ward (10),",Lathe Machine Workshops,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-5193470,Yangon Region
Htein Lin Aung,"416, Moe Ma Kha 3rd St., Industrial Zone(2),",Lathe Machine Workshops,South Dagon(South Dagon),"tel: 09-49310259,tel: 09-73255164",Yangon Region
Myo Nyunt [U],"10/12, Rm 5/A, 1st Flr, 35th St., Lower Block,",Law Firms,Kyauktada(Kyauktada),"tel: 09-5077159,tel: 09-49332930",Yangon Region
Myo Shwe [U] & Group,"46, 1st Flr, Maha Bandoola Garden St., Lower Block,",Law Firms,Kyauktada(Kyauktada),"tel: 01-374901,tel: 09-5146886",Yangon Region
"Myo Myint Aung [U], Tin Tun [U], Sein Kyaing [U]","9/11, Rm 306/6, 4th Flr, 36th St., Lower Block,",Law Firms,Kyauktada(Kyauktada),"tel: 09-5169419,tel: 09-254619123",Yangon Region
Kaung Htet,"17 Shed, Rm 64, Bayint Naung Market,",Lathe Machine Workshops,Mayangone(Mayangone),tel: 09-254135575,Yangon Region
Kaung Htet,"Ma Shed, Rm 67, Tanintharyi St., Aung Mingalar High-Way Bus Terminal,",Lathe Machine Workshops,Mingalardon(Mingalardon),"tel: 09-420006431,tel: 09-421151690",Yangon Region
Super Clean,"939, Dhama Yarzar St., Ward (10),",Laundries,South Okkalapa (South Okkalapa ),"tel: 09-451182359,tel: 09-452306202",Yangon Region
The Nippon Foundation [Myanmar Liaison Office],"Rm 01-07, G Flr, Nat Mauk St., Union Business Center,",NGOs,Bahan(Bahan),"tel: 01-8603341,tel: 01-8603342",Yangon Region
