state,township,category,name,contact,street
South Dagon,အမွတ္ ၉၇၊ အခန္း ၅၊ စိမ္းလဲ့ကန္သာအိမ္ရာ၊ (၁၄၂)ရပ္ကြက္၊,,U Hla Myint & Sons,"tel: 09-5105960,tel: 09-73242965","97, Rm 5, Sein Lei Kan Thar Housing, Ward (142),"
Yangon Region,Pabedan(Pabedan),Jades,Cui Yun Jade & Gem,"tel: 01-395781,tel: 09-5082161,tel: 09-49328887","Nawarat Hall Shed, Rm 51, G Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Cottage Art Collection,"tel: 01-378679,tel: 09-450513880","East Wing Shed, Rm 162, Bogyoke Aung San Market,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Jams [Manu/Dist],Swe Myo Mae,"tel: 09-5107140,tel: 09-73008086,tel: 09-73030223","652/653, Mahaw Gani St., Ward (5),"
Yangon Region,South Okkalapa (South Okkalapa ),Jams [Manu/Dist],Shwe Puzun,"tel: 09-5181172,tel: 09-73065553,tel: 01-564580","1292/1295, Daiwa Daha 35th St., Ward (13),"
Yangon Region,Pabedan(Pabedan),Jades,Fu May,"tel: 09-2050668,tel: 09-5011795,tel: 09-2050686","North Wing Shed, Rm 12, Bogyoke Aung San Market,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Sin Phyu Taw,"tel: 01-240410,tel: 09-73028133,tel: 09-5000316","58, Latha St., Lower Block,"
Lanmadaw,,,Ocean Glory Limited.,"tel: 01-225426,tel: 01-2300290,tel: 01-225948","54, Phone Gyee St.,"
Hlaing Thar Yar,,,Uni Teak,"tel: 09-8628306,tel: 09-250682702","57, Pyin Si Min Thar Gyi St.,  Industrial Zone,"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Tan Ta,"tel: 09-5184689,tel: 01-591594,tel: 01-705320,tel: 09-73025400,tel: 09-73249980","418, Bay Dar St., Ward (26),"
Yangon Region,Pabedan(Pabedan),Jades,Fan Rong,"tel: 09-450005428,tel: 09-2028061,tel: 01-240966 Ext.323,tel: 09-797139699,tel: 09-970968588","West Wing Shed, Rm 160, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,FJ,"tel: 09-5138733,tel: 09-788738733","West D Shed, Rm 72/73, Bogyoke Aung San Market,"
Yangon Region,Dagon(Dagon),Jades,Fortune Jade & Gem,"tel: 09-5130667,tel: 09-73216636","Rm G/11, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Pyigyi Tagon,အမွတ္ NaNa-၃/၂၁၊ ၆၈လမ္း၊ စံျပလမ္း ႏွင့္ မဂၤလာလမ္း ၾကား၊ စက္မွဳဇုန္(၁)၊,,Shining Star,"tel: 09-2018452,tel: 09-91006673","NaNa-3/21, 68 St., Between San Pya St. and Mingalar St., Industrial Zone(1),"
Pazundaung,,,Hi-Vim,"tel: 01-701214,tel: 09-261332816","Lower Pazundaung Rd.,  Mee Yahtar Set Khaung Yone Compound,"
Yangon Region,Botahtaung(Botahtaung),Furniture Marts,Classic Home,tel: 09-450113399,"198, G Flr, 50th St.,"
Mingalar Taung Nyunt,,,Dream World,"tel: 09-425022886,tel: 09-73011337","4th Flr,  Yuzana Plaza,"
Yangon Region,Pabedan(Pabedan),Jades,Fei Yan,tel: 09-5510888,"Face Wing Shed, Rm 25, Bogyoke Aung San Market,"
Sanchaung,အမွတ္ ၆၀၊ ဗဟိုလမ္း၊,,Pyit Tine Htaung,"tel: 09-5007915,tel: 09-5417188,tel: 09-73234558","60, Baho Rd.,"
Chan Aye Thar Zan,,,Kyi Myanmar Tun,"tel: 02-24534,tel: 09-2022070","139, 80 St., Between 27 St and 28 St.,"
Yangon Region,Pabedan(Pabedan),Jades,Gaung Gaung,tel: 09-5002633,"Nawarat Hall Shed,Rm 113/114/119/120,Bogyoke Aung San Market"
Yangon Region,Pabedan(Pabedan),Jades,Famous,"tel: 09-420285611,tel: 09-32220830","Nawarat Hall  Shed,Rm 118,G Flr,Bogyoke Aung San Market"
Yangon Region,Pabedan(Pabedan),Jades,Gem World,"tel: 09-5062096,tel: 09-796327371,tel: 09-261380988","Nawarat Hall Shed, Rm 60/69/97, G Flr, Bogyoke Aung San Market,"
Bahan,အမွတ္ ၀၀၂၊ တိုက္ ၄၊ ေအာင္ခ်မ္းသာအိမ္ရာ၊,,Classic Chair,"tel: 09-43193435,tel: 09-262023905","002, Bldg 4, Aung Chan Thar Housing,"
Yangon Region,Pabedan(Pabedan),Jades,Ever Shine,"tel: 09-5020149,tel: 01-514026 [Res]","Central Hall Shed, Rm 31, Bogyoke Aung San Market,"
Yangon Region,South Dagon(South Dagon),Jams [Manu/Dist],Shwe Phalar,"tel: 09-795431082,tel: 09-440435100","1441/1442, Pan Hlaing St., Industrial Zone (2),"
Sanchaung,အမွတ္ Pa/၂၊ ပဒုမၼာလမ္း၊,,Thiri Sandar Soe,"tel: 09-5109230,tel: 01-538314","Pa/2, Padonmar St.,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Ice Cream,Great 1,"tel: 09-420201584,tel: 09-250357987","262, P Moe Ninn St., Ward (2),"
Yangon Region,Dagon(Dagon),Ice Cream,Heavy Ice Cream,"tel: 09-43184841,tel: 09-251024791","Dhama Zedi Rd., Corner of Pyay Rd.,People's Park Compound, Pyay (East) Ward,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Furniture Marts,Myanmar Style Furniture,"tel: 09-5049066,tel: 09-5022159","F-6, 4th Flr, Yuzana Plaza,"
Mingalar Taung Nyunt,,,Style,"tel: 09-420082867,tel: 09-73169221","No.D-21/22.No.B-1/2/3/4.Entrance-2.6Flr,"
Yangon Region,South Dagon(South Dagon),Hairdressers,Htoo,tel: 09-428013861,"485, Aung Theiddi St., Ward (20),"
Yangon Region,Pabedan(Pabedan),Jades,Golden Rose,"tel: 01-242229,tel: 09-5182934","Central Hall Shed, Rm 88, Bogyoke Aung San Market,"
Yangon Region,Hlaing(Hlaing),Hairdressers,Htoo,"tel: 09-450450394,tel: 09-795559556","117/A, Oakkyin Butar Yon St., Ward (13),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Hairdressers,Htoo,tel: 09-254393594,"566,Kyan Sit Thar St.,Ward (15)"
Yangon Region,Pabedan(Pabedan),Jades,Golden Lion,tel: 09-5182379,"West D Shed, Rm 83, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Golden Globe,tel: 09-5109179,"Central Hall Shed, Rm 37, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Hairdressers,Htoo Khant,tel: 09-252667829,"503, Thamaing Butar Yon 7th St., Ward (1),"
Yangon Region,Pabedan(Pabedan),Jades,Golden Myanmar,"tel: 09-73134861,tel: 01-385126,tel: 01-246399 [Res]","West D Shed, Rm 89/90, Bogyoke Aung San Market,"
Yangon Region,Latha(Latha),Fish & Prawn Crackers,Ngwe Tin [Daw],tel: 01-200272 [Res],"D Shed, Rm C/332, Underground, Thein Gyi Market,"
Yangon Region,Bahan(Bahan),Jades,Fair & Square,"tel: 09-43004565,tel: 09-425320597","Rm 15/12, 1st Flr, Saya San Rd., Co-operative Business Centre,"
Yangon Region,Pabedan(Pabedan),Jades,Golden Princess,"tel: 09-401652027,tel: 09-250153293","Nawarat Hall Shed, Rm 29, G Flr, Bogyoke Aung San Market,"
Yangon Region,South Dagon(South Dagon),Furniture Marts,Ever Best,"tel: 09-49281853,tel: 09-73211303","354, Yangon St.,  Industrial Zone (1),"
Yangon Region,North Okkalapa (North Okkalapa ),Jams [Manu/Dist],War Loh Kaung Sar Loh Kaung,"tel: 01-695286,tel: 01-695340,tel: 09-5008516,tel: 09-5152540","29/30,U Phoe Hlaing St.,Shwe Pauk Kan Industrial Zone"
Yangon Region,Lanmadaw(Lanmadaw),Jams [Manu/Dist],Top Choice,"tel: 09-5504938,tel: 09-73029502","24, 3rd Flr, Shwe Taung Dan St., Lower Block,"
Yangon Region,Pabedan(Pabedan),Jades,Golden Garden,tel: 09-250093144,"Nawarat Hall Shed, Rm 17, G Flr, Bogyoke Aung San Market,"
Yangon Region,Botahtaung(Botahtaung),Jams [Manu/Dist],Wao!,"tel: 01-299205,tel: 01-398850","129, 46th St., Upper Block,"
Yangon Region,Latha(Latha),Jams [Manu/Dist],Tun Khin [U],"tel: 01-395729,tel: 01-241877,tel: 01-381003 [Res],tel: 01-253996","147, 24th St., Upper Block,"
Yangon,Sanchaung(Sanchaung),Ice Cream,Htwar Htwar,,"28,Pyi Thu Kwet Thit 4th St.,Mont Let Saung Gone (South) Ward"
Yangon Region,South Okkalapa (South Okkalapa ),Ice Cream,Htoo [K Store],"tel: 01-577143,tel: 09-5114513","Rm 6, Than Thu Mar Rd., Ya Ya Ka Shop Room, Ward (14/2),"
Yangon Region,Thaketa(Thaketa),Ice Cream,Htoo Shal,"tel: 01-9190215,tel: 09-5164783,tel: 09-5166093","43, Myin Taw Thar Rd., Man Pyay Ward (3),"
Yangon Region,Thingangyun(Thingangyun),Jams [Manu/Dist],Yarzar,"tel: 01-541937,tel: 01-564484,tel: 09-73014003","100, San Chain Thit St., (Nga/Ka) Ward,"
Yangon Region,Thaketa(Thaketa),Ice Cream,"Htoo Htoo, Shwe Htoo, Happy Snow","tel: 01-450808,tel: 09-5118086","1260, Myin Taw Thar Rd., Htu Par Yon Ward (1),"
Insein,အမွတ္ ၁၅၆၉/B၊ ေအာက္မဂၤလာဒံုလမ္း၊,,Win Ko & Brothers,"tel: 09-73007380,tel: 09-423708713","1569/B, Lower Mingalardon Rd.,"
Yangon Region,Pabedan(Pabedan),Jades,Gems Palace,"tel: 01-519790,tel: 09-250290191,tel: 09-795667517","Nawarat Hall Shed, Rm 52, Bogyoke Aung San Market,"
Yangon Region,Pazundaung(Pazundaung),Ice Cream,Htoo,"tel: 01-290461,tel: 09-5110896,tel: 01-294383","22, Upper Pazundaung Rd.,"
Yangon Region,Mingalardon(Mingalardon),Ice Cream,Htoo Kae,tel: 09-73061885,"33, Yangon-Bago Rd., Bago Lan Ward,"
Yangon Region,Kamayut(Kamayut),Ice Cream,Htoo,tel: 09-402674712,"1, Sabai Marga St., Ward (5),"
Yangon Region,Yankin(Yankin),Ice Cream,Htoo,tel: 09-49338734,"Bldg 356, Yan Shin St., Ward (5),"
Yangon,Shwe Pyi Thar(Shwe Pyi Thar),Ice Cream,Htoo Htoo,tel: 09-73082538,"112,Bogyoke Aung San Rd.,Ward (5)"
Tarmwe,အမွတ္ ၇၉၊ သမိန္ဗရမ္းလမ္း၊ Near Of Tarmwe Plaza၊,,Thidar Aye,"tel: 09-5061564,tel: 09-251009621","79, Thamain Bayan Rd., Near Of Tarmwe Plaza,"
Yangon Region,Pabedan(Pabedan),Jades,"Gems Palace Co.,Ltd.","tel: 01-240966 Ext.627,tel: 09-250290191,tel: 01-519790 [Res]","Nawarat Hall  Shed,Rm 100,G Flr,Bogyoke Aung San Market"
South Dagon,,,O & S,tel: 01-591133,"351, Moe Ma Kha 1st st.,  Industrial Zone (2),  Ward (64),"
Yangon Region,Pabedan(Pabedan),Jades,Golden Flying Tiger,"tel: 09-5135086,tel: 09-5013577","Central Hall Shed, Rm 71, Bogyoke Aung San Market,"
Yangon Region,South Dagon(South Dagon),Ice Cream,Htoo Htoo [Shwe Htoo],"tel: 09-5118086,tel: 01-450808","916/955/1228/1229, Shwe Taung Gyar 4th St., Industrial Zone (2),"
Mingalar Taung Nyunt,,,Shwe Yaung Win,"tel: 09-5138911,tel: 01-202375","Rm 001, Bldg 12, Hnin Si St.,"
Tarmwe,,,Aung Min Thu,"tel: 09-254020250,tel: 01-548505","112, Thamain Bayan Rd.,"
South Dagon,အမွတ္ ၁၃၂၃၊ စစ္ေတာင္းလမ္း၊ စက္မႈဇုန္(၂)၊ (၆၃)ရပ္ကြက္၊,,Golden Myanmar Life Style,"tel: 09-5065504,tel: 09-8627741","1323, Sittaung St., Industrial Zone (2), Ward (63),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Hairdressers,Htoo,tel: 09-257449648,"1240, Kyan Sit Thar St., Ward (16),"
South Dagon,,,Forward Furnitech,"tel: 09-5067279,tel: 09-785067279","12/B,No.(2) Main Rd.,  East Pyi Thar Yeik Mon"
Thaketa,အမွတ္ ၁၀/A၊ မာန္ေျပလမ္း၊ ယမံုနာလမ္း ေထာင့္၊ ရန္ေျပ(၃)ရပ္ကြက္၊,,D2H,"tel: 09-5503232,tel: 09-965503232","10/A, Man Pyay St., Corner of Yamonnar Rd., Yan Pyae Ward (3),"
Yangon,Shwe Pyi Thar(Shwe Pyi Thar),Hairdressers,Htet Wai,,"470,Pyi Daw Thar St.,Ward (10)"
Yangon Region,Mayangone(Mayangone),Hairdressers,Htet Aung Lin,tel: 09-450030064,"622, Thamaing Butar Yon 5th St., Corner of Alaung Phayar St.,Ward (1),"
Pazundaung,,,Hla Gabar,"tel: 09-5011520,tel: 01-291311,tel: 09-252226221","166, Maha Bandoola Rd., Corner of 54th St.,"
Yangon Region,Latha(Latha),Hardware Merchants & Ironmongers,Kabar Kyaw,"tel: 09-421035670,tel: 09-421150190,tel: 01-242775 Ext.2093","E Shed, Rm 3, 1st Flr, Thein Gyi Market,"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Kaung Thukha,"tel: 09-5029113,tel: 09-965029113","B/29, Lawpita St., Industrial Zone (3),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Gyi [U] [Family],"tel: 09-5061362,tel: 09-5133981","4, Yadanar Theingi St., Corner of Chin Dwin St.,Ward (64),"
Yangon Region,Mayangone(Mayangone),Hairdressers,Htet Aung Lin,"tel: 09-263518069,tel: 09-450030064","657, Thamaing Butar Yon 7th St., Ward (1),"
Yangon Region,North Dagon(North Dagon),Hairdressers,Jit Too,tel: 09-421088931,"903, Ngar Man Aung Pagoda St. , Ward (33),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Kabar Hein,"tel: 09-73154457,tel: 09-252840463,tel: 09-252840462,tel: 09-261447108","1, Yadanar Theingi St., Industrial Zone (3),"
Yangon Region,North Okkalapa (North Okkalapa ),Ice Cream,K 2,"tel: 09-253515130,tel: 09-250497744","396, Bagan Rd., Shwe Paukkan Ward (20),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Kaung Set Kyaw [U],"tel: 09-263060113,tel: 09-456882287","405, Aung Zabu St., Ward (57),"
Yangon Region,South Dagon(South Dagon),Hairdressers,Htike [Ko],tel: 09-254544804,"960, Pyi Htaung Su Rd., Ward (65),"
Yangon Region,Kamayut(Kamayut),Jades,Green Light,"tel: 01-505202,tel: 01-505726,tel: 01-505480,tel: 01-505653","Bldg 2, Junction Square,"
Yangon Region,Dagon(Dagon),Furniture Marts,HBT,"tel: 09-960383939,tel: 09-5044001","4055, Pyay Rd.,"
Yangon,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Maung [Ko] & Brothers,"tel: 09-420185581,tel: 09-450009388,tel: 09-5032226,tel: 09-86228666","C/209,Sinte St.,Industrial Zone (3)"
Kyauktada,,,Eastern Furniture Mart,"tel: 09-5119881,tel: 01-374583","261 / 263, Bo Aung Kyaw St.,"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Aung [Ko] Family,"tel: 01-590676,tel: 09-5011382","D/23/24, Zaung Tu St., Industrial Zone (3),"
Kyauktada,အမွတ္ ၂၄၄၊ (၃၉)လမ္း၊,,Shwe San Eain,"tel: 09-5003352,tel: 09-5005191,tel: 01-379814","244, 39th St.,"
Yangon,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Oo [Ko],"tel: 09-5100346,tel: 09-250146239","C/85,Kyauk Pahtoe St.,Industrial Zone (3)"
Yangon Region,Tarmwe(Tarmwe),Funeral Services,Hindu Buddhist Nar Yay Ku Nyi Hmu Ah Thin,"tel: 01-542045,tel: 09-250034944,tel: 09-73321550,tel: 09-30164187","58/A, Aung Mingalar St., Bolein Aung Mingalar Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Export & Import Companies,"Pathein Thar Marine Product Group [Shwe Yamone Mfg Co.,Ltd.]","tel: 01-685320,tel: 01-685331,tel: 01-685780~1,tel: 01-701467","174/B,Seikkanthar St.,Industrial Zone (4)"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Funeral Services,Danyingon Housing Funeral Service Associations,"tel: 09-5025307,tel: 09-972265000,tel: 09-421156522","Myat Eain Yar Lane (2),Industrial Zone (3)"
North Okkalapa,,,Mya Kabar,"tel: 09-799750323,tel: 09-450001948","79, Thu Dhamar Rd., Ward (2),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Nyo [Ko],"tel: 01-590860,tel: 09-5137218,tel: 09-5034513","B/189/190, Yae Nan Chaung St., Industrial Zone (3),"
Hlaing,,,Htate Tan,"tel: 01-9688516,tel: 01-9688529,tel: 09-5071360","1-7, C Shed, Thiri Mingalar Market,"
Hlaing,,,Aung Chan Thar,"tel: 09-2028758,tel: 09-5073184,tel: 01-9688642","C Shed, Thiri Mingalar Market,"
Yangon Region,Sanchaung(Sanchaung),Funeral Services,Free Funeral Services Society [Sanchaung North],"tel: 09-73175459,tel: 09-31641612","San Yae Twin St., Corner of Saya Tun St., Sanchaung (North) Ward,"
Mingalar Taung Nyunt,,,Saung Ayar,"tel: 09-41002946,tel: 09-777896485","81,kha Shed,  Thiri Mingalar Zay Thit, Padauk Chaung"
Yangon Region,Dagon(Dagon),Fruit Sellers,Shwe Ou Yin,"tel: 09-254316837,tel: 09-5024247","292 / 2A, Shwe Dagon Pagoda Rd.,"
Yangon Region,Mayangone(Mayangone),Funeral Services,Hnit Lone Hla Funeral Association,"tel: 09-32237033,tel: 09-250515642","834, Thamaing Butar Yon 3rd St., Ward (1),"
Hlaing,,,Moe Khine Shwe Sein,"tel: 09-5033134,tel: 01-9688723,tel: 01-9688724","57/60/94, kha Shed, Thiri Mingalar Market,"
Hlaing,,,Yar Kyaw,"tel: 09-5048244,tel: 09-2173256,tel: 01-9688856","18/19, Kha Shed, Thiri Mingalar Market,"
Yangon Region,Thaketa(Thaketa),Funeral Services,Kalayar Nu Nar Yae Ku Nyi Hmu Ah Thin,tel: 09-421076113,"Khaing Shwe Wah St.,Ward (7-East)"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Foodstuffs,One Frozen Foods,"tel: 09-5181659,tel: 01-682107,tel: 09-73068435,tel: 09-795500461","333/334, Thazin St., Industrial Zone (6),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Funeral Services,Aung Bawdi,"tel: 09-73116336,tel: 09-49750447","Kyan Sit Thar St., Near Aung Myay Thar Yar Pagoda, Ward (6),"
Hlaing,,,135,"tel: 09-5156119,tel: 09-43081426,tel: 01-9688611","Kha-54 Shed, Thiri Mingalar Market,"
Yangon Region,Tarmwe(Tarmwe),Associations/Clubs & Societies,Ah Hnaine Mae Myittar [Free Funeral Services Society],tel: 09-30049644,"20, 165th St., Tarmway Gyee (Kha) Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Funeral Services,Bawa Kha Yee,"tel: 09-254912522,tel: 09-782896050","144, Bo Ba Htoo 12th St., Corner of Bo Ba Htoo St.,Ward (2),"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Export & Import Companies,"Myanmar Belle Co.,Ltd.",tel: 01-295137,"21/A, Upper Pazundaung Rd., Kon Thwel Lel Yar Compound, Set Sann Ward,"
Ahlone,အမွတ္ ၉၈၊ Theik Pan St၊,,Mya Thapyae,"tel: 09-5060036,tel: 09-421097245","98, Theik Pan St,"
Yangon Region,North Dagon(North Dagon),Funeral Services,43 Ward Funeral Services,"tel: 09-5409995,tel: 09-254312108,tel: 09-420008086,tel: 09-254311586","Yadanar St., Corner of Thukha Main St., Ward (43),"
Yangon Region,Tarmwe(Tarmwe),Meal Delivery Services,Asia Sea Food,"tel: 09-783059013,tel: 09-453648479","242, Kyaikkasan Rd., Kyarr Kwet Thit Ward,"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Maung [Ko] & Brother,tel: 09-5032226,"D/1/207, Yae Nan Chaung 2nd St., Industrial Zone (3),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Maung [Ko],tel: 09-73140733,"D/94, Kyauk Pahtoe 4th St., Industrial Zone (3),"
Yangon Region,Hlaing(Hlaing),Export & Import Companies,"Apex Gourmet Co.,Ltd.","tel: 09-781503645,tel: 09-773129251","5, Pyay Rd., Ward (11),"
Pyigyi Tagon,,,KP Khaing Phyo,"tel: 09-258588610,tel: 09-33297744","D-56, Kywesekan 4 St.,"
Kamayut,,,Daw Nwet,"tel: 01-503962,tel: 09-73174546","37, Than Lwin St.,"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Maung [Ko],tel: 09-5106587,"10/11, Kyauk Pahtoe St., Industrial Zone (3),"
Yangon Region,North Dagon(North Dagon),Funeral Services,Saydanar,tel: 09-420091797,"1297, Bo Cho St., Corner of Mingalar Thukha 2nd St.,Ward (46),"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Funeral Services,Arr Yu Thukha,"tel: 09-49313305,tel: 09-31541983","Hlaw Gar Rd., Phayar Lay Bus Stop, Ward (16),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Funeral Services,Phyu Sin Myittar,"tel: 09-30264113,tel: 09-799689108","Shwe Min Wun St., Ward (20),"
Yangon Region,South Dagon(South Dagon),Hardware Merchants & Ironmongers,Khin Maung Win [Ko],"tel: 09-420067136,tel: 09-795933137","D/1/203, Yae Nan Chaung 2nd St., Industrial Zone (3),"
Yangon Region,Thaketa(Thaketa),Funeral Services,Karunar Yan Thi Nar Yae Ku Nyi Hmu Ah Thin,tel: 09-254497944,"Nigawda St.,Ward (8)"
Yangon Region,Thaketa(Thaketa),Funeral Services,Karunar Hna Lone Thar,"tel: 09-420102694,tel: 09-73052732,tel: 09-8601965","551, Man Pyay St., Corner of Man Pyay 13th St.,Infront Of Day Care Center Compound, Man Pyay Ward (3),"
Yangon Region,Thaketa(Thaketa),Funeral Services,Saydanar Shin,tel: 09-420020667,"2, Bo Min Yaung St., Corner of Saw Yan Paing St.,Yan Pyae Ward (3),"
Yangon Region,Sanchaung(Sanchaung),Funeral Services,Myay Ni Gone Muslin Youth Social Organization,tel: 01-527639,"37, Padaythar St., Myae Ni Gone (South) Ward,"
Yangon Region,Bahan(Bahan),Export & Import Companies,Marbled Black Company,"tel: 09-974924910,tel: 09-979008780,tel: 09-972235991","34, Kaba Aye Pagoda Rd., Sasana Yeikthar Ward,"
Yangon Region,Thaketa(Thaketa),Funeral Services,Myittar Taw,tel: 09-420018656,"Theingi St.,Infront Of B.E.P.S (9),Ward (5)"
Yangon Region,South Dagon(South Dagon),Funeral Services,Marga [Nar Yay Ku Nyi Hmu Ah Thin],"tel: 09-425312113,tel: 09-428181146","309, Kwe Ma St., Ward (22),"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Funeral Services,Kan Ya Kan Myittar,tel: 09-425302331,"Mae Gaung St., Near Township Education Office, Ward (6),"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Than Kywel,"tel: 09-450063257,tel: 09-787855500","Kha Shed, Thiri Mingalar Market,"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Shwe Kaung San,"tel: 01-211529,tel: 09-5179553","12/13, Kha Shed,"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Pyae Phyo Aung,,"15/kha Shed,  Thiri Mingalar Market,"
Yangon Region,North Dagon(North Dagon),Funeral Services,Karunar Nar Yae Ku Nyi Hmu Ah Thin,"tel: 09-250365675,tel: 09-250009234","174, Myay Tine St., Ward (45),"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Kyu Kyu,"tel: 09-5159783,tel: 09-254029752","Rm 341/318, Ga Nge Shed, Thiri Mingalar Market, Ward (4),"
Yangon Region,Pabedan(Pabedan),Hardware Merchants & Ironmongers,Khin Maung Thit [U],tel: 01-372452,"82, 27th St., Lower Middle Block,"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Thabawa,,"58/59, C Shed,  Thiri Mingalar Market,"
Yangon Region,Pabedan(Pabedan),Hardware Merchants & Ironmongers,Khin Maung Myint [KMM],tel: 09-73116929,"A Shed, Rm 11, Thein Gyi Market,"
Kyauktada,,,GanGa Furniture & Design,"tel: 09-5010298,tel: 01-254201","218/B, 36th St.,"
Yankin,အမွတ္ ၉၊ ေအာင္ခ်မ္းသာလမ္း၊ (၁၁)ရပ္ကြက္၊,,Moe,"tel: 09-73095760,tel: 09-5168054","9, Aung Chan Thar St., Ward (11),"
Yangon Region,Thaketa(Thaketa),Funeral Services,Zabu Wai Pyi,"tel: 09-5025745,tel: 09-49263158,tel: 09-254038938","Zabu Thiri St.,Infront Of B.E.P.S,Ward (6-West)"
Yangon Region,Latha(Latha),Hardware Merchants & Ironmongers,Khin Maung Swe [U],tel: 01-242775 Ext.2082,"E Shed, Rm 68, 1st Flr, Thein Gyi Market,"
Insein,,,"Incite International Co., Ltd.","tel: 01-640434,tel: 01-522749,tel: 09-30220282","Rm 7/8/9,76/ka Shed,Nilar 7th St.,"
Dawbon,,,Aung Soe Myint,tel: 09-5184370,"210, Yamonnar Rd.,"
Yangon Region,Thingangyun(Thingangyun),Funeral Services,Wai Lu Kyaw Lu Hmu Ku Nyi Yae Ah Thin,"tel: 09-420011181,tel: 09-420011182","Thu Mingalar Rd., Near Yadanar Pone Yeik Nyein Monastery, Kyaikkasan (West) Ward,"
Yangon Region,Insein(Insein),Fruit Sellers,Bingo,tel: 09-420302229,"Bldg E, Rm 006, Aung Zeya St., Aung Zeya Housing,"
Yangon Region,North Okkalapa (North Okkalapa ),Fruit Sellers,Aye Soe [Ko],tel: 09-254322992,"Bagan Rd., Shwe Pauk Kan (14/6) Ward,"
Yangon Region,Hlaing(Hlaing),Fruit Sellers,Taung Paw Thar,"tel: 09-5166950,tel: 09-5116119,tel: 09-5147571","Rm 22/23/24, Kha Shed, Thiri Mingalar Market, Ward (4),"
